customer_id,first_name,last_name,age,gender,email,phone,signup_date,loyalty_tier,city,state,country,marketing_channel,marketing_opt_in
225009,Tim,Wilson,41.0,Male,tim.wilson272@hotmail.com,+1-604-421-0202x758,2024-07-23,Bronze,Allentown,PA,USA,Referral,False
942532,Jacqueline,Brady,18.0,Female,,001-710-256-4814x9177,2025-07-30,Bronze,Austin,TX,USA,Search,False
560657,Kathryn,Bradley,33.0,Female,kathryn.bradley903@yahoo.com,(241)591-3800,2025-09-30,Silver,Cleveland,OH,USA,Social Media,True
882939,Angel,Cox,47.0,Male,angel.cox901@gmail.com,(608)363-5365,2024-05-21,Silver,Columbus,OH,USA,Referral,True
960784,Kenneth,Wilson,30.0,Male,kenneth.wilson379@hotmail.com,6237806174,2024-11-17,Gold,Buffalo,NY,USA,Search,True
883545,Brandon,Bryant,26.0,Male,brandon.bryant162@yahoo.com,949.549.3759,2024-04-18,Bronze,Eugene,OR,USA,Email,True
626883,Morgan,Payne,21.0,Female,morgan.payne854@gmail.com,,2024-03-11,Bronze,Tucson,AZ,USA,Email,True
239917,Sarah,Acosta,35.0,Female,sarah.acosta627@gmail.com,283.567.0241,2024-09-01,Bronze,Dallas,TX,USA,Direct,True
376515,Steven,Meyer,35.0,Male,,(871)491-8261x990,2024-10-24,Silver,Miami,FL,USA,Email,True
984678,David,Green,34.0,Male,david.green955@yahoo.com,(455)974-3132x9121,2024-10-31,Silver,San Diego,CA,USA,Social Media,True
606888,Julie,Russell,30.0,Female,julie.russell107@hotmail.com,(537)747-4112x490,2024-11-12,Bronze,Naperville,IL,USA,Search,True
794486,Brittany,Dawson,37.0,Female,brittany.dawson271@yahoo.com,(980)344-2067x8831,2025-02-16,Bronze,Austin,TX,USA,Social Media,True
859857,Regina,Taylor,30.0,Female,regina.taylor912@gmail.com,6323365199,2025-02-26,Bronze,Chicago,IL,USA,Social Media,True
145419,Alex,Brown,43.0,Male,alex.brown761@hotmail.com,921.251.0702x966,2024-06-15,Bronze,Houston,TX,USA,Email,True
582393,James,Simmons,18.0,Male,james.simmons160@yahoo.com,524.647.2099,2024-08-16,Bronze,Cincinnati,OH,USA,Email,True
608483,Jonathan,Andrade,38.0,Male,jonathan.andrade289@yahoo.com,2148626383,2025-02-28,Bronze,Rochester,NY,USA,Referral,True
270269,Richard,Howard,50.0,Male,richard.howard735@hotmail.com,659.285.6420x5930,2025-04-01,Bronze,Austin,TX,USA,Social Media,False
700634,Robert,Ruiz,50.0,Male,robert.ruiz209@yahoo.com,001-493-421-3348x03965,2025-04-17,Bronze,Spokane,WA,USA,Email,False
723573,David,Stewart,61.0,Male,david.stewart518@hotmail.com,,2024-02-09,Gold,San Diego,CA,USA,Social Media,True
891092,Katherine,Davis,45.0,Female,katherine.davis258@gmail.com,+1-730-287-0593x252,2025-03-29,Bronze,Savannah,GA,USA,Email,False
805775,Alex,Willis,39.0,Male,alex.willis95@gmail.com,001-818-951-5691x54522,2024-11-03,Silver,Atlanta,GA,USA,Email,False
891930,Marie,Thompson,40.0,Female,marie.thompson434@hotmail.com,001-895-239-2644x220,2025-08-21,Bronze,Durham,NC,USA,Search,False
373069,Catherine,Flores,18.0,Female,catherine.flores46@hotmail.com,791.472.5135,2024-06-07,Bronze,Dallas,TX,USA,Referral,False
142537,Mark,Mccarty,29.0,Male,mark.mccarty342@hotmail.com,+1-957-804-3315x41006,2024-06-11,Silver,Denver,CO,USA,Search,True
715531,Tanya,Wilkerson,30.0,Non-binary,tanya.wilkerson653@yahoo.com,(258)761-7932x7104,2024-06-03,Bronze,Austin,TX,USA,Referral,True
539820,Dean,Garcia,40.0,Male,dean.garcia166@yahoo.com,(962)218-1599,2024-09-10,Bronze,Springfield,IL,USA,Email,False
960168,Jeffrey,Valdez,55.0,Male,jeffrey.valdez453@hotmail.com,(320)215-3368x84443,2024-06-16,Platinum,Scottsdale,AZ,USA,Search,True
901983,James,Dunn,38.0,Male,james.dunn723@yahoo.com,(505)306-1497,2024-04-21,Silver,Cambridge,MA,USA,Social Media,True
243838,Allison,Jackson,40.0,Female,allison.jackson575@yahoo.com,871-446-7741,2024-11-02,Bronze,Sacramento,CA,USA,Direct,False
858198,Jacqueline,James,45.0,Female,jacqueline.james115@gmail.com,304.777.4349x021,2025-01-14,Silver,Houston,TX,USA,Search,False
332057,Robert,Gutierrez,33.0,Male,robert.gutierrez968@hotmail.com,580.968.6879,2024-07-04,Bronze,Miami,FL,USA,Social Media,True
359108,Elizabeth,Foster,33.0,Female,elizabeth.foster926@hotmail.com,4894899217,2024-11-20,Silver,Cambridge,MA,USA,Search,False
806515,William,Stokes,18.0,Male,william.stokes559@gmail.com,3613632945,2024-12-13,Bronze,Atlanta,GA,USA,Search,True
442950,Jasmine,Sanders,53.0,Female,jasmine.sanders855@yahoo.com,387-309-9861x622,2025-01-14,Gold,Philadelphia,PA,USA,Social Media,False
310181,Kristine,Garcia,45.0,Female,kristine.garcia597@yahoo.com,+1-256-446-7997,2024-07-31,Gold,Cleveland,OH,USA,Social Media,True
982329,Donald,Thomas,31.0,Male,donald.thomas441@hotmail.com,+1-660-965-3074x50544,2024-05-29,Bronze,San Francisco,CA,USA,Direct,True
772288,Shannon,Cohen,39.0,Female,shannon.cohen43@gmail.com,(947)554-6913,2025-03-02,Silver,Columbus,OH,USA,Social Media,False
197599,Susan,Russell,,Female,susan.russell374@yahoo.com,001-485-508-2148x62890,2025-11-24,Bronze,Spokane,WA,USA,Email,True
594403,Shaun,Gonzalez,44.0,Male,shaun.gonzalez921@gmail.com,807.305.3457,2024-06-26,Bronze,Los Angeles,CA,USA,Direct,False
958338,Melanie,Allen,32.0,Female,melanie.allen216@yahoo.com,+1-272-879-8552x414,2024-07-25,Bronze,Dallas,TX,USA,Search,False
304849,Amber,Nash,42.0,Female,amber.nash683@gmail.com,433.446.8007,2024-10-22,Bronze,Buffalo,NY,USA,Social Media,True
332189,Kyle,Smith,31.0,Male,kyle.smith363@yahoo.com,+1-844-366-5743x748,2025-03-14,Silver,Los Angeles,CA,USA,Email,True
959122,Adrienne,Key,50.0,Female,adrienne.key906@yahoo.com,,2025-01-01,Silver,Athens,GA,USA,Search,True
524726,Shannon,Green,18.0,Female,shannon.green998@hotmail.com,+1-643-628-3096x5207,2024-09-19,Platinum,Spokane,WA,USA,Social Media,True
217105,Susan,Sullivan,60.0,Female,susan.sullivan768@hotmail.com,6994353875,2024-04-28,Silver,Cincinnati,OH,USA,Referral,True
466940,Ryan,Walter,32.0,Male,ryan.walter948@gmail.com,817-724-8251x3534,2024-07-12,Bronze,Charlotte,NC,USA,Social Media,False
286919,Jacob,Richards,44.0,Male,jacob.richards886@yahoo.com,370-899-9173,2025-02-10,Bronze,Atlanta,GA,USA,Email,True
464366,Alyssa,Gutierrez,20.0,Non-binary,alyssa.gutierrez820@gmail.com,(335)969-7252,2024-07-30,Bronze,Austin,TX,USA,Search,True
866257,Faith,Hatfield,50.0,Female,faith.hatfield903@yahoo.com,+1-800-874-3292x7129,2025-03-05,Bronze,San Francisco,CA,USA,Social Media,True
918807,Jennifer,Sanford,44.0,Female,jennifer.sanford26@yahoo.com,2082350583,2025-06-02,Silver,Savannah,GA,USA,Search,False
702347,Mark,Wright,47.0,Male,mark.wright755@hotmail.com,,2024-05-21,Bronze,Denver,CO,USA,Referral,False
329091,Monica,Carlson,40.0,Female,monica.carlson802@yahoo.com,(425)375-3260x33230,2024-07-10,Bronze,Savannah,GA,USA,Direct,True
718191,Holly,Santos,46.0,Female,holly.santos822@gmail.com,,2024-12-04,Platinum,Sacramento,CA,USA,Email,True
563052,Kimberly,Wells,50.0,Female,kimberly.wells885@gmail.com,404.861.8499,2024-10-27,Bronze,Scottsdale,AZ,USA,Referral,True
169397,Sandra,Garcia,43.0,Female,sandra.garcia831@hotmail.com,+1-714-811-7393x483,2025-03-29,Bronze,Grand Rapids,MI,USA,Referral,True
539725,Elizabeth,Williams,40.0,Female,elizabeth.williams274@yahoo.com,975.430.0119,2025-04-16,Bronze,Chicago,IL,USA,Direct,True
628668,Travis,Chan,36.0,Male,travis.chan807@gmail.com,001-714-737-4470x1204,2024-06-19,Gold,Orlando,FL,USA,Social Media,True
304850,Jeffery,Wilson,58.0,Male,jeffery.wilson111@gmail.com,7227557941,2024-11-08,Bronze,Scottsdale,AZ,USA,Email,True
716509,Clayton,Morales,21.0,Male,clayton.morales894@yahoo.com,967-962-1202x169,2024-09-08,Silver,Cleveland,OH,USA,Search,True
620456,Catherine,James,57.0,Female,catherine.james880@yahoo.com,+1-202-577-1670x145,2024-06-18,Bronze,Houston,TX,USA,Search,True
968810,William,Santiago,29.0,Male,william.santiago228@yahoo.com,,2025-01-01,Bronze,Cleveland,OH,USA,Email,True
880473,Sarah,Booth,52.0,Female,sarah.booth837@gmail.com,001-975-935-4083x86631,2024-06-03,Bronze,Chicago,IL,USA,Email,True
498067,Rebecca,West,46.0,Female,rebecca.west359@yahoo.com,351.670.1660x880,2024-04-11,Bronze,San Antonio,TX,USA,Direct,True
898189,Steve,Hart,46.0,Male,steve.hart841@hotmail.com,+1-375-350-3758x99757,2024-08-21,Platinum,Dallas,TX,USA,Referral,False
223412,Peter,Walker,38.0,Male,peter.walker229@yahoo.com,(648)585-1027x261,2024-09-18,Bronze,Austin,TX,USA,Search,True
545952,Cody,Conrad,34.0,Male,cody.conrad676@yahoo.com,,2024-08-26,Bronze,Philadelphia,PA,USA,Search,True
199234,Matthew,Blanchard,56.0,Male,matthew.blanchard409@gmail.com,308.808.6978x2922,2024-03-03,Silver,Austin,TX,USA,Social Media,False
363227,Diane,Obrien,33.0,Non-binary,diane.obrien286@yahoo.com,666.793.4654x72269,2024-12-11,Gold,Raleigh,NC,USA,Social Media,True
894429,Michelle,Walls,48.0,Female,michelle.walls991@hotmail.com,733.394.5228,2025-05-22,Bronze,Los Angeles,CA,USA,Email,True
597505,Paige,Hart,44.0,Female,paige.hart360@hotmail.com,001-868-446-0810,2025-07-15,Gold,Savannah,GA,USA,Referral,False
924543,Anthony,Brown,50.0,Male,anthony.brown696@yahoo.com,001-524-842-0438x05719,2025-10-08,Bronze,Jacksonville,FL,USA,Direct,True
927372,David,Mueller,39.0,Male,david.mueller340@hotmail.com,506-766-5800x4397,2024-04-19,Bronze,Allentown,PA,USA,Search,True
346238,Nicole,Payne,43.0,Female,nicole.payne119@hotmail.com,334.872.1228,2025-03-18,Bronze,New York,NY,USA,Social Media,True
531175,Andrew,Ramirez,28.0,Male,andrew.ramirez183@yahoo.com,(429)740-5720,2024-03-03,Silver,Boulder,CO,USA,Search,True
633917,Kyle,Ayala,42.0,Male,kyle.ayala40@hotmail.com,+1-347-498-5158x328,2024-11-06,Silver,San Diego,CA,USA,Social Media,True
573360,Jason,Herrera,42.0,Male,jason.herrera611@gmail.com,(233)355-5439x878,2024-07-13,Bronze,Atlanta,GA,USA,Email,True
102023,Michael,Griffin,45.0,Male,michael.griffin354@hotmail.com,+1-793-905-6164x840,2025-05-01,Bronze,Pittsburgh,PA,USA,Email,True
630171,Katelyn,Phillips,32.0,Female,katelyn.phillips447@hotmail.com,,2024-10-23,Bronze,Tampa,FL,USA,Referral,True
215883,Michael,Ayala,42.0,Male,michael.ayala395@hotmail.com,(413)686-1207x50110,2025-07-21,Silver,New York,NY,USA,Direct,False
211282,Justin,Andrews,40.0,Male,justin.andrews195@gmail.com,366-276-6506x180,2024-08-30,Gold,Salem,OR,USA,Search,False
938941,Michael,Jones,28.0,Male,michael.jones46@hotmail.com,244-991-4766,2025-01-29,Bronze,Rochester,NY,USA,Social Media,True
145270,Christopher,Robinson,25.0,Male,christopher.robinson2@hotmail.com,(884)324-5088x2100,2024-05-18,Bronze,San Antonio,TX,USA,Search,True
923809,Eric,Goodman,36.0,Male,eric.goodman373@hotmail.com,(436)282-2239x431,2025-08-08,Bronze,Orlando,FL,USA,Search,True
351676,Samuel,Randolph,33.0,Male,,481.541.4139x755,2025-08-30,Platinum,Spokane,WA,USA,Referral,True
309143,Ariel,Harvey,43.0,Female,ariel.harvey943@gmail.com,,2024-11-04,Silver,Athens,GA,USA,Social Media,True
278450,David,Walker,41.0,Male,david.walker639@hotmail.com,+1-364-452-5777x5478,2024-12-27,Bronze,San Diego,CA,USA,Email,True
716300,Maria,Miller,43.0,Female,maria.miller680@yahoo.com,(883)541-1080,2024-06-12,Gold,Cleveland,OH,USA,Social Media,False
545759,Susan,Arnold,33.0,Female,susan.arnold738@hotmail.com,+1-972-356-3942,2024-07-17,Gold,Philadelphia,PA,USA,Social Media,True
120400,Jennifer,Shaw,18.0,Female,jennifer.shaw520@hotmail.com,492.982.7229,2024-02-21,Bronze,Tampa,FL,USA,Social Media,False
730556,Teresa,Williams,42.0,Female,teresa.williams683@yahoo.com,814.953.0385,2024-05-27,Silver,San Diego,CA,USA,Social Media,False
945168,Tabitha,Keith,33.0,Female,tabitha.keith335@gmail.com,+1-351-684-4989x2665,2024-08-08,Bronze,San Antonio,TX,USA,Email,False
943393,James,Solomon,25.0,Male,james.solomon714@hotmail.com,(655)577-9082x7231,2024-09-07,Silver,Spokane,WA,USA,Email,True
510987,Chris,Moore,42.0,Male,chris.moore568@hotmail.com,001-813-265-1777x392,2025-03-24,Bronze,San Diego,CA,USA,Email,False
113126,David,Anderson,48.0,Male,david.anderson197@hotmail.com,(428)809-2024,2024-04-05,Silver,Austin,TX,USA,Search,True
992416,Kyle,Elliott,32.0,Male,kyle.elliott681@gmail.com,001-441-637-9772x3692,2024-09-17,Silver,Boulder,CO,USA,Social Media,False
550379,Gary,Jennings,40.0,Non-binary,gary.jennings694@yahoo.com,+1-891-436-6210x388,2025-08-07,Bronze,Savannah,GA,USA,Search,False
106403,Larry,Thompson,36.0,Male,larry.thompson925@hotmail.com,,2025-01-04,Gold,Tacoma,WA,USA,Social Media,True
425661,Shelly,Wolfe,21.0,Female,shelly.wolfe631@yahoo.com,676.959.9162,2024-12-30,Bronze,Denver,CO,USA,Search,True
142347,Pamela,Kent,40.0,Female,pamela.kent416@gmail.com,898-564-3009x8180,2024-06-28,Silver,San Diego,CA,USA,Search,False
966334,Michael,Stewart,44.0,Male,,,2024-09-10,Platinum,Miami,FL,USA,Referral,True
517213,Wendy,Sanders,44.0,Female,wendy.sanders216@gmail.com,(488)372-5887x44956,2024-09-09,Silver,Savannah,GA,USA,Search,True
712216,Nicole,Griffin,60.0,Female,nicole.griffin805@hotmail.com,(413)886-5890,2024-03-04,Silver,Cleveland,OH,USA,Social Media,False
865307,Vincent,Smith,34.0,Male,vincent.smith622@gmail.com,(379)261-1435,2024-09-24,Bronze,Scottsdale,AZ,USA,Email,False
107171,Nathaniel,Arias,47.0,Male,nathaniel.arias330@yahoo.com,+1-584-290-2770x384,2025-03-04,Silver,Scottsdale,AZ,USA,Search,True
206328,Richard,Dixon,46.0,Male,richard.dixon453@hotmail.com,692.805.3021,2024-05-30,Silver,Cleveland,OH,USA,Search,True
327694,Harry,Foster,32.0,Male,harry.foster692@hotmail.com,780.711.8489,2025-08-15,Bronze,Raleigh,NC,USA,Search,True
137895,Victor,Hill,40.0,Male,victor.hill524@hotmail.com,376.390.4268,2025-04-28,Bronze,Atlanta,GA,USA,Social Media,True
950421,Kathy,Morgan,29.0,Female,kathy.morgan813@gmail.com,248.994.7697x35779,2025-03-09,Bronze,San Antonio,TX,USA,Search,True
681576,Brian,Jones,41.0,Male,brian.jones675@hotmail.com,535.665.8804,2024-12-07,Silver,Austin,TX,USA,Email,True
860481,Anna,Nunez,20.0,Female,anna.nunez291@yahoo.com,482-575-5394,2024-06-30,Bronze,Seattle,WA,USA,Email,False
565165,Kathryn,Gonzalez,21.0,Female,kathryn.gonzalez96@hotmail.com,343.333.3952,2024-07-03,Silver,Dallas,TX,USA,Referral,False
809235,Thomas,Lowe,39.0,Male,thomas.lowe689@hotmail.com,490.680.7595x7947,2024-04-25,Silver,Portland,OR,USA,Social Media,False
859253,James,Christensen,45.0,Male,james.christensen231@gmail.com,4869780856,2024-05-27,Bronze,Dallas,TX,USA,Search,True
631998,Vanessa,Wolfe,36.0,Female,vanessa.wolfe151@yahoo.com,500-636-9155x94284,2025-05-17,Silver,Chicago,IL,USA,Email,True
326547,Kaitlin,Austin,52.0,Female,kaitlin.austin48@yahoo.com,(976)436-5564,2025-07-19,Bronze,New York,NY,USA,Search,True
423125,Laura,Krause,23.0,Female,laura.krause487@hotmail.com,414.938.6632,2024-09-29,Gold,San Francisco,CA,USA,Referral,False
724414,Renee,Thompson,55.0,Female,renee.thompson467@yahoo.com,(288)857-4489,2024-05-27,Gold,Los Angeles,CA,USA,Social Media,True
679337,Annette,Martin,39.0,Female,annette.martin908@gmail.com,271-875-4558x845,2025-09-15,Gold,San Antonio,TX,USA,Email,False
185131,Barbara,Dillon,51.0,Female,barbara.dillon590@hotmail.com,999.982.4558,2024-09-24,Silver,Scottsdale,AZ,USA,Email,True
492774,Stacy,James,28.0,Female,stacy.james736@yahoo.com,522.756.9961x125,2024-05-10,Bronze,Buffalo,NY,USA,Email,False
725418,Evan,Carter,49.0,Male,evan.carter507@yahoo.com,+1-464-575-9876x220,2025-01-13,Gold,Sacramento,CA,USA,Email,True
573022,Matthew,Shepard,40.0,Male,matthew.shepard250@hotmail.com,001-313-326-1117x8006,2025-02-17,Gold,Tucson,AZ,USA,Social Media,False
467418,Deborah,Moore,32.0,Female,deborah.moore672@hotmail.com,(743)934-7228x2005,2025-08-31,Silver,Charlotte,NC,USA,Search,True
660209,John,Pitts,47.0,Male,john.pitts915@yahoo.com,+1-872-682-9979,2025-07-26,Bronze,Los Angeles,CA,USA,Direct,False
616728,Terry,Olson,54.0,Male,terry.olson798@gmail.com,274-456-4240,2025-03-26,Bronze,Denver,CO,USA,Email,True
231918,Gregg,Harrison,46.0,Male,gregg.harrison225@gmail.com,001-577-840-6493x085,2024-11-30,Bronze,Cleveland,OH,USA,Search,True
656919,Sonia,Kim,29.0,Female,sonia.kim824@gmail.com,(666)634-1638,2025-04-08,Silver,Chicago,IL,USA,Referral,True
831142,Mariah,Patel,50.0,Female,mariah.patel52@yahoo.com,(731)222-4179x74973,2024-09-22,Bronze,San Antonio,TX,USA,Email,False
781385,Brittany,Booker,44.0,Female,,(414)242-7031,2024-05-31,Silver,San Francisco,CA,USA,Search,True
101688,Johnny,Peterson,53.0,Male,johnny.peterson468@yahoo.com,457.505.1204x6187,2024-07-16,Bronze,Atlanta,GA,USA,Referral,True
489801,Steven,Wright,25.0,Male,steven.wright821@yahoo.com,3135673037,2024-11-17,Platinum,Boston,MA,USA,Search,True
733490,Kaitlyn,Maldonado,52.0,Female,kaitlyn.maldonado684@yahoo.com,,2025-03-03,Bronze,Albany,NY,USA,Referral,True
886180,Mark,Jackson,30.0,Non-binary,mark.jackson973@yahoo.com,001-416-730-0979,2024-11-08,Silver,Rochester,NY,USA,Email,False
215714,Kelli,Wright,46.0,Non-binary,kelli.wright628@yahoo.com,495-900-5281,2025-04-10,Bronze,Tucson,AZ,USA,Direct,True
731612,Crystal,Holden,31.0,Female,crystal.holden914@hotmail.com,001-957-530-6524x07784,2025-05-19,Bronze,Durham,NC,USA,Social Media,True
350668,Ashley,Stephens,26.0,Non-binary,ashley.stephens437@yahoo.com,001-774-998-2182x7448,2025-07-09,Bronze,Allentown,PA,USA,Direct,False
278072,April,Little,43.0,Female,april.little919@yahoo.com,001-920-495-9351x8638,2025-10-29,Bronze,Sacramento,CA,USA,Search,False
267090,Louis,Morris,29.0,Male,louis.morris762@hotmail.com,211-881-0220x31731,2024-06-17,Silver,Seattle,WA,USA,Direct,True
839134,Matthew,Fox,25.0,Male,matthew.fox461@hotmail.com,001-940-353-9103,2024-07-20,Platinum,Cleveland,OH,USA,Search,True
921341,Julie,Fowler,,Female,julie.fowler770@yahoo.com,+1-665-309-4801,2024-12-15,Bronze,Springfield,IL,USA,Search,True
186222,Theresa,Yu,18.0,Female,theresa.yu861@gmail.com,438-863-3839,2024-06-05,Bronze,Detroit,MI,USA,Referral,False
102106,Paul,Miranda,27.0,Male,paul.miranda785@hotmail.com,(976)712-2868x528,2024-07-04,Bronze,Rochester,NY,USA,Referral,True
263426,Steven,Pierce,34.0,Male,steven.pierce497@yahoo.com,(766)959-3983x684,2024-09-30,Bronze,Tacoma,WA,USA,Referral,False
312414,Jermaine,Sanders,29.0,Male,jermaine.sanders282@hotmail.com,5495082404,2024-05-07,Gold,Buffalo,NY,USA,Email,False
812713,Savannah,Smith,38.0,Female,savannah.smith80@hotmail.com,488-689-9210x752,2025-04-02,Bronze,Savannah,GA,USA,Direct,True
362339,Jacob,Perkins,43.0,Male,jacob.perkins293@gmail.com,341-696-9315x727,2024-09-13,Silver,Grand Rapids,MI,USA,Social Media,True
342889,Amanda,Stokes,44.0,Female,amanda.stokes279@yahoo.com,,2024-08-02,Bronze,Columbus,OH,USA,Email,False
748756,Amy,Warren,44.0,Female,amy.warren328@yahoo.com,+1-992-358-3206,2024-12-24,Gold,Worcester,MA,USA,Email,True
738327,Courtney,Roberts,44.0,Female,courtney.roberts83@yahoo.com,(625)317-9086,2024-12-23,Silver,Cambridge,MA,USA,Email,True
991109,Jennifer,Hamilton,18.0,Female,jennifer.hamilton155@hotmail.com,(527)583-7693,2024-09-02,Bronze,Seattle,WA,USA,Referral,True
975413,Andrea,Frank,25.0,Female,andrea.frank393@yahoo.com,+1-491-716-6553x55904,2024-04-23,Gold,Buffalo,NY,USA,Referral,True
783804,Lisa,Branch,54.0,Female,lisa.branch157@yahoo.com,+1-427-603-3521x103,2025-06-19,Silver,Tacoma,WA,USA,Social Media,False
130676,Adam,Benson,47.0,Male,adam.benson66@gmail.com,977-405-3833x8848,2024-08-08,Silver,San Francisco,CA,USA,Email,True
932942,Michael,Barnett,55.0,Male,michael.barnett418@yahoo.com,001-680-242-0439,2024-11-19,Bronze,Tucson,AZ,USA,Search,True
703047,Julie,Landry,46.0,Female,julie.landry556@gmail.com,(345)410-4636x8157,2025-01-10,Silver,Tampa,FL,USA,Social Media,False
599038,Christina,Rasmussen,29.0,Female,christina.rasmussen426@hotmail.com,001-700-738-4576x205,2024-06-22,Silver,Pittsburgh,PA,USA,Referral,True
918904,Lori,Young,23.0,Female,lori.young212@hotmail.com,304-860-8432x562,2025-04-06,Bronze,Atlanta,GA,USA,Search,False
313071,Joseph,Gregory,18.0,Male,joseph.gregory399@hotmail.com,+1-436-539-2649x57823,2025-05-04,Bronze,Tucson,AZ,USA,Social Media,True
882208,Shari,Parker,18.0,Female,shari.parker878@hotmail.com,226.729.2518x81252,2025-07-29,Silver,Miami,FL,USA,Search,True
206043,Sheryl,Gutierrez,37.0,Female,sheryl.gutierrez489@yahoo.com,574-523-1220x9949,2025-01-22,Silver,San Antonio,TX,USA,Email,False
870797,David,Johnson,52.0,Male,david.johnson966@gmail.com,001-472-589-7526x772,2024-02-20,Bronze,Chicago,IL,USA,Email,True
534660,Courtney,Ortiz,63.0,Female,courtney.ortiz306@gmail.com,563-833-1279x757,2024-10-02,Bronze,Tampa,FL,USA,Direct,True
650695,Jennifer,Williams,43.0,Female,jennifer.williams874@hotmail.com,(256)599-9880x8177,2024-11-14,Bronze,Spokane,WA,USA,Referral,True
829002,Joseph,Foster,36.0,Male,joseph.foster552@hotmail.com,6866803476,2024-10-25,Silver,Sacramento,CA,USA,Social Media,True
464362,Julia,Henderson,25.0,Female,julia.henderson500@hotmail.com,4828771812,2024-06-26,Bronze,Orlando,FL,USA,Direct,True
110773,Jason,Hayes,29.0,Male,jason.hayes280@gmail.com,793.371.4521x117,2024-05-30,Silver,Buffalo,NY,USA,Email,True
985973,Kelly,Cruz,24.0,Female,kelly.cruz498@hotmail.com,+1-426-286-0259x222,2024-04-09,Gold,Pittsburgh,PA,USA,Referral,False
965973,Jason,Collins,41.0,Male,jason.collins399@yahoo.com,221-923-0940x7778,2025-01-01,Bronze,New York,NY,USA,Direct,True
844547,Cynthia,Chapman,50.0,Female,cynthia.chapman685@yahoo.com,567.219.9038x498,2024-04-22,Bronze,Cleveland,OH,USA,Email,True
278745,Cody,Brown,45.0,Male,cody.brown742@yahoo.com,3208994510,2024-03-01,Gold,Albany,NY,USA,Email,True
304408,Wendy,Martin,40.0,Female,wendy.martin861@yahoo.com,+1-799-882-7950x145,2024-11-09,Gold,San Francisco,CA,USA,Email,False
389547,Samantha,Chang,36.0,Female,samantha.chang942@hotmail.com,547-521-4586,2025-06-23,Bronze,San Antonio,TX,USA,Email,True
109347,Lisa,Rodriguez,44.0,Female,lisa.rodriguez638@hotmail.com,+1-781-479-4695x4899,2024-10-06,Platinum,Atlanta,GA,USA,Social Media,True
907196,Lisa,Crawford,33.0,Female,lisa.crawford929@hotmail.com,+1-577-829-3430x1071,2024-11-27,Bronze,Houston,TX,USA,Social Media,False
969466,Jason,Cook,34.0,Male,jason.cook607@hotmail.com,+1-330-734-4144x8850,2024-03-14,Gold,Cleveland,OH,USA,Direct,False
991288,Glenn,Ramsey,18.0,Male,glenn.ramsey679@hotmail.com,9234557702,2024-06-21,Bronze,Durham,NC,USA,Social Media,False
321588,Lori,Mcclain,28.0,Female,lori.mcclain86@hotmail.com,776-308-4958x80395,2024-12-11,Silver,Columbus,OH,USA,Referral,True
487532,Tracy,Ramirez,36.0,Female,tracy.ramirez139@gmail.com,868-329-9629x14504,2025-02-13,Bronze,San Antonio,TX,USA,Search,True
413424,Kathleen,Young,26.0,Female,kathleen.young187@yahoo.com,938-442-1503x1780,2025-06-10,Bronze,Jacksonville,FL,USA,Direct,True
568764,Connor,Mclean,24.0,Male,connor.mclean267@hotmail.com,645.221.8230x76810,2025-08-18,Bronze,Miami,FL,USA,Referral,True
177411,Melissa,Wheeler,50.0,Female,melissa.wheeler336@gmail.com,670-718-4094x35334,2024-06-26,Silver,Spokane,WA,USA,Email,False
192141,Raymond,Lambert,23.0,Male,raymond.lambert466@yahoo.com,(524)710-9881,2024-05-06,Bronze,Austin,TX,USA,Social Media,False
857288,Kirsten,Nelson,51.0,Female,kirsten.nelson346@hotmail.com,993-221-4958x7020,2024-06-13,Gold,Pittsburgh,PA,USA,Social Media,True
405344,Brian,Brown,38.0,Male,brian.brown285@yahoo.com,(429)397-9545x3817,2025-07-17,Silver,Raleigh,NC,USA,Social Media,True
394899,Robert,Gillespie,26.0,Male,robert.gillespie259@yahoo.com,674-777-3329,2025-03-12,Platinum,San Antonio,TX,USA,Social Media,True
617300,Jenna,Lyons,34.0,Female,jenna.lyons482@hotmail.com,457-370-1715x77245,2024-06-24,Silver,Chicago,IL,USA,Email,True
533753,Jared,Klein,18.0,Male,jared.klein768@gmail.com,,2024-05-26,Silver,Chicago,IL,USA,Email,False
204417,Andrea,Clark,18.0,Female,andrea.clark54@hotmail.com,001-966-395-8321,2024-03-11,Bronze,Tacoma,WA,USA,Email,True
813261,Leslie,Ford,55.0,Female,leslie.ford230@hotmail.com,872-746-1919,2024-11-03,Bronze,Pittsburgh,PA,USA,Social Media,True
974651,Kathleen,Keller,40.0,Female,kathleen.keller71@gmail.com,829.902.2784,2024-05-31,Bronze,Cincinnati,OH,USA,Email,True
183571,James,Maldonado,18.0,Non-binary,james.maldonado773@yahoo.com,294-765-1909x8624,2024-03-05,Silver,Miami,FL,USA,Email,True
717805,Steven,Faulkner,42.0,Male,steven.faulkner973@gmail.com,001-885-814-0369x656,2025-09-15,Bronze,Phoenix,AZ,USA,Referral,False
346636,Jeffrey,Clark,51.0,Male,jeffrey.clark205@gmail.com,223.486.5624x2201,2024-08-17,Bronze,Atlanta,GA,USA,Social Media,True
449192,Nathan,Tucker,43.0,Male,nathan.tucker637@yahoo.com,(912)867-9692,2025-01-26,Silver,New York,NY,USA,Email,True
